id,produzent,modell,typ,inch,controller,lift,date,notiz,cap,seek,cyl,hds,sec,cyl_l,hds_l,sec_l,pre,lnd,mtbf
1255,"NEWBURY DATA",,ND-1240R,5F,RLL,J,,,197,27,1024,15,25,0,0,0,0,1023,40
1256,"NEWBURY DATA",,ND-2190,5F,MFM,J,,,160,29,1224,15,17,0,0,0,,1223,40
1257,"NEWBURY DATA",,ND-2190R,5H,RLL,,,,244,17,1224,15,26,0,0,0,0,0,0
1258,"NEWBURY DATA",,ND-3170S,,SCSI,,,,140,17,0,0,0,0,0,0,0,0,0
1259,"NEWBURY DATA",,ND-320,,MFM,,,,21,0,615,4,17,0,0,0,0,0,0
1260,"NEWBURY DATA",,ND-3280S,,SCSI,,,,250,17,0,0,0,0,0,0,0,0,0
1261,"NEWBURY DATA",,ND-340,,MFM,,,,43,0,615,8,17,0,0,0,0,0,0
1262,"NEWBURY DATA",,ND-4170E,5F,ESDI,J,,,158,14,1224,7,36,0,0,0,0,1223,40
1263,"NEWBURY DATA",,ND-4170S,5F,SCSI,J,,,158,14,1224,7,36,0,0,0,0,1223,40
1264,"NEWBURY DATA",,ND-4175E,,ESDI,,,,140,17,0,0,0,0,0,0,0,0,0
1265,"NEWBURY DATA",,ND-4380E,5F,ESDI,J,,,338,16,1224,15,36,0,0,0,0,1223,40
1266,"NEWBURY DATA",,ND-4380S,5F,SCSI,J,,,338,16,1224,15,36,0,0,0,0,1223,40
1267,"NEWBURY DATA",,ND-8380E,5F,ESDI,J,,,361,14,1632,8,54,0,0,0,0,1631,30
1268,"NEWBURY DATA",,ND-8380S,5F,SCSI,J,,,360,14,1632,8,54,0,0,0,0,1631,30
1269,"NEWBURY DATA",,ND-8760E,5F,ESDI,J,,,677,16,1632,15,54,0,0,0,0,1631,30
1270,"NEWBURY DATA",,ND-8760S,5F,SCSI,J,,,676,16,1632,15,54,0,0,0,0,1631,30
1249,"NEWBURY DATA",,NDR-3380S,5.2,SCSI,,,,319,28,1224,15,34,0,0,0,0,0,0
1231,"NEWBURY DATA",,NDR1065,5.2,MFM,,,,55,25,918,7,17,0,0,0,0,0,0
1232,"NEWBURY DATA",,NDR1085,5.2,MFM,,,,71,25,1024,8,17,0,0,0,0,0,0
1233,"NEWBURY DATA",,NDR1105,5.2,MFM,,,,87,25,918,11,17,0,0,0,0,0,0
1234,"NEWBURY DATA",,NDR1140,5.2,MFM,,,,119,25,1024,15,17,0,0,0,0,0,0
1235,"NEWBURY DATA",,NDR2085,,,,,,74,0,1224,7,17,0,0,0,0,0,0
1236,"NEWBURY DATA",,NDR2140,,,,,,117,0,1224,11,17,0,0,0,0,0,0
1237,"NEWBURY DATA",,NDR2190,,,,,,152,0,1224,15,17,0,0,0,0,0,0
1238,"NEWBURY DATA",,NDR2190-,,MFM,,,,133,0,1024,15,17,0,0,0,0,0,0
1239,"NEWBURY DATA",,NDR3170S,5.2,SCSI,,,,146,28,1224,9,26,0,0,0,0,0,0
1240,"NEWBURY DATA",,NDR320,,SCSI,,,,42,0,615,4,35,0,0,0,0,0,0
1241,"NEWBURY DATA",,NDR3280S,5.2,SCSI,,,,244,28,1224,15,26,0,0,0,0,0,0
1242,"NEWBURY DATA",,NDR3380S,5.2,SCSI,N,,,319,28,1224,15,34,0,0,0,0,0,0
1243,"NEWBURY DATA",,NDR340,,SCSI,,,,84,0,615,8,35,0,0,0,0,0,0
1244,"NEWBURY DATA",,NDR360,,MFM,,,,0,0,615,8,17,0,0,0,0,0,0
1245,"NEWBURY DATA",,NDR4170,,,,,,0,0,1224,7,36,0,0,0,0,0,0
1246,"NEWBURY DATA",,NDR4175,5.2,ESDI,,,,179,28,1224,7,36,0,0,0,0,0,0
1247,"NEWBURY DATA",,NDR4380,5.2,ESDI,,,,384,28,1224,15,36,0,0,0,0,0,0
1248,"NEWBURY DATA",,NDR4380S,,SCSI,,,,0,0,1224,15,0,0,0,0,0,0,0
1271,NMI,,312,,MFM,,,,0,0,306,4,17,0,0,0,128,0,0
1272,NMI,,"M 106",3.5,MFM,,,,0,75,306,2,17,0,0,0,128,0,0
1273,NPL,,"NP 02-26S",,SCSI,,,,21,0,640,4,0,0,0,0,0,0,0
1274,NPL,,"NP 03-13",,RLL,,,,10,0,306,4,26,0,0,0,0,0,0
1275,NPL,,"NP 03-6",,MFM,,,,5,0,306,2,17,0,0,0,0,0,0
1276,OKIDATA,,"OD 526",,RLL,,,,21,85,615,4,26,0,0,0,0,0,0
1277,OKIDATA,,"OD 540",,RLL,,,,31,85,615,6,26,0,0,0,0,0,0
1278,OLIVETTI,,416,,,,,,0,0,819,2,0,0,0,0,0,0,0
1279,OLIVETTI,,510,,,,,,0,0,628,2,0,0,0,0,0,0,0
1280,OLIVETTI,,516,,,,,,0,0,819,2,0,0,0,0,0,0,0
1281,OLIVETTI,,5210/2,5.2,MFM,,,,10,85,612,2,17,0,0,0,0,0,0
1282,OLIVETTI,,5220/2,5.2,MFM,,,,20,65,612,4,17,0,0,0,0,0,0
1283,OLIVETTI,,HD561,,MFM,,,,5,0,180,4,17,0,0,0,128,0,0
1284,OLIVETTI,,HD662/11,,MFM,,,,10,0,612,2,17,0,0,0,0,0,0
1285,OLIVETTI,,HD662/12,,MFM,,,,20,0,612,4,17,0,0,0,0,0,0
1286,OPTIMA,,"CONCORDE 1050",5.2,SCSI,Y,,,1050,15,0,15,0,0,0,0,0,0,50
1287,OPTIMA,,"CONCORDE 1350",5.2,SCSI,Y,,,1352,15,0,15,0,0,0,0,0,0,50
1288,OPTIMA,,"CONCORDE 635",5.2,SCSI,Y,,,640,16,0,14,0,0,0,0,0,0,150
1289,OPTIMA,,DISKOVERY,3.5,"SCSI MAC",Y,,,80,25,0,0,0,0,0,0,0,0,0
1290,OPTIMA,,DISKOVERY,3.5,SCSI,Y,,,200,17,0,0,0,0,0,0,0,0,40
1291,OPTIMA,,"DISKOVERY 130",3.5,SCSI,Y,,,136,25,0,0,0,0,0,0,0,0,30
1292,OPTIMA,,"DISKOVERY 130IS",3.5,"SCSI MAC",Y,,,136,25,0,0,0,0,0,0,0,0,30
1293,OPTIMA,,"DISKOVERY 200IS",3.5,"SCSI MAC",Y,,,200,17,0,0,0,0,0,0,0,0,40
1294,OPTIMA,,"DISKOVERY 260IM",3.5,"SCSI MAC",,,,260,25,0,0,0,0,0,0,0,0,0
1295,OPTIMA,,"DISKOVERY 310IS",3.5,"SCSI MAC",Y,,,310,13,0,0,0,0,0,0,0,0,0
1296,OPTIMA,,"DISKOVERY 325",3.5,SCSI,Y,,,321,14,0,0,0,0,0,0,0,0,100
1297,OPTIMA,,"DISKOVERY 325I",3.5,"SCSI MAC",Y,,,321,14,0,0,0,0,0,0,0,0,100
1298,OPTIMA,,"DISKOVERY 40",3.5,SCSI,Y,,,45,25,0,0,0,0,0,0,0,0,30
1299,OPTIMA,,"DISKOVERY 400IM",3.5,"SCSI MAC",Y,,,400,17,0,0,0,0,0,0,0,0,0
1300,OPTIMA,,"DISKOVERY 40IS",3.5,"SCSI MAC",Y,,,45,25,0,0,0,0,0,0,0,0,30
1301,OPTIMA,,"DISKOVERY 420",3.5,SCSI,Y,,,416,16,0,8,0,0,0,0,0,0,100
1302,OPTIMA,,"DISKOVERY 420 I",3.5,"SCSI MAC",Y,,,416,16,0,8,0,0,0,0,0,0,100
1303,OPTIMA,,"DISKOVERY 45R",3.5,SCSI,Y,,,45,25,0,0,0,0,0,0,0,0,0
1304,OPTIMA,,"DISKOVERY 620IM",3.5,"SCSI MAC",Y,,,620,13,0,0,0,0,0,0,0,0,0
1305,OPTIMA,,"DISKOVERY 80IM",3.5,SCSI,,,,80,25,0,0,0,0,0,0,0,0,0
1306,OPTIMA,,"MINIPAK 130",3.5,SCSI,Y,,,136,25,0,4,0,0,0,0,0,0,30
1307,OPTIMA,,"MINIPAK 130 ( )",3.5,"SCSI MAC",Y,,,136,25,0,0,0,0,0,0,0,0,30
1308,OPTIMA,,"MINIPAK 200",3.5,SCSI,Y,,,209,17,0,8,0,0,0,0,0,0,40
1309,OPTIMA,,"MINIPAK 200I( )",3.5,"SCSI MAC",Y,,,209,17,0,0,0,0,0,0,0,0,40
1310,OPTIMA,,"MINIPAK 310",3.5,SCSI,Y,,,306,13,0,0,0,0,0,0,0,0,150
1311,OPTIMA,,"MINIPAK 310I( )",3.5,"SCSI MAC",Y,,,306,13,0,0,0,0,0,0,0,0,150
1312,OPTIMA,,"MINIPAK 40",3.5,SCSI,Y,,,45,25,0,0,0,0,0,0,0,0,30
1313,OPTIMA,,"MINIPAK 40I( )",3.5,"SCSI MAC",Y,,,45,25,0,0,0,0,0,0,0,0,30
1314,"ORCA TECH",,320A,3.5,IDE,Y,,,320,12,0,9,0,0,0,0,0,0,100
1315,"ORCA TECH",,320S,3.5,SCSI,,,,320,12,0,9,0,0,0,0,0,0,100
1316,"ORCA TECH",,400A,3.5,IDE,,,,420,12,0,9,0,0,0,0,0,0,100
1317,"ORCA TECH",,400S,3.5,SCSI,,,,420,12,0,9,0,0,0,0,0,0,100
1318,"ORCA TECH",,760E,5.2,ESDI,Y,,,700,14,0,15,0,0,0,0,0,0,50
1319,"ORCA TECH",,760S,5.2,SCSI,Y,,,700,14,0,15,0,0,0,0,0,0,50
1320,OTARI,,514,,MFM,,,,10,0,306,4,17,0,0,0,128,0,0
1321,OTARI,,"C 214",,MFM,,,,10,0,306,4,17,0,0,0,128,0,0
1322,OTARI,,"C 519",,MFM,,,,15,0,306,6,17,0,0,0,128,0,0
1323,OTARI,,"C 526",,MFM,,,,21,0,306,8,17,0,0,0,128,0,0
1324,"PACIFIC MAGTRON",,MT-4115E,5.2,ESDI,Y,,,115,16,1600,4,35,0,0,0,0,0,100
1325,"PACIFIC MAGTRON",,MT-4115S,5.2,SCSI,Y,,,115,16,1600,4,35,0,0,0,0,0,100
1326,"PACIFIC MAGTRON",,MT-4140E,5.2,ESDI,Y,,,1401,65,1600,5,35,0,0,0,0,0,100
1327,"PACIFIC MAGTRON",,MT-4140S,5.2,SCSI,Y,,,140,16,1600,5,35,0,0,0,0,0,100
1328,"PACIFIC MAGTRON",,MT-4170E,5.2,ESDI,J,,,170,16,1600,6,35,0,0,0,0,0,100
1329,"PACIFIC MAGTRON",,MT-4170S,5.2,SCSI,J,,,170,16,1600,6,35,0,0,0,0,0,100
1330,"PACIFIC MAGTRON",,MT-5760E,5.2,ESDI,Y,,,676,14,1632,15,54,0,0,0,0,0,100
1331,"PACIFIC MAGTRON",,MT-5760S,5.2,SCSI,Y,,,673,14,1632,15,54,0,0,0,0,0,100
1332,PANASONIC,,JU-116,3.5,MFM,,,,20,85,615,4,17,0,0,0,0,0,0
1333,PANASONIC,,JU-128,3.5,MFM,,,,42,35,733,7,17,0,0,0,0,0,0
1334,PANASONIC,,RD-210AA,3.5,,,,,210,16,0,0,0,0,0,0,0,0,0
1335,PERIPHERAL,,"PL-100 TURBO",3.5,SCSI,,,,105,19,0,4,0,0,0,0,0,0,60
1336,PERIPHERAL,,"PL-200 TURBO",3.5,SCSI,,,,210,19,0,7,0,0,0,0,0,0,50
1337,PERIPHERAL,,"PL-320 TURBO",3.5,SCSI,,,,320,12,0,14,0,0,0,0,0,0,100
1338,PLUS,,"IMPULSE 105AT/L",3.5,IDE,Y,,,105,17,1219,4,0,755,16,17,0,0,60
1339,PLUS,,"IMPULSE 105S",3.5,SCSI,Y,,,105,19,1019,6,0,0,0,0,0,0,50
1340,PLUS,,"IMPULSE 105S/LP",3.5,SCSI,Y,,,105,17,1219,4,0,0,0,0,0,0,60
1341,PLUS,,"IMPULSE 120AT",3.5,IDE,Y,,,120,15,1123,5,0,814,9,17,0,0,50
1342,PLUS,,"IMPULSE 120S",3.5,SCSI,Y,,,120,15,1123,5,0,0,0,0,0,0,50
1343,PLUS,,"IMPULSE 170AT",3.5,IDE,Y,,,168,15,1123,4,0,968,10,17,0,0,50
1344,PLUS,,"IMPULSE 170S",3.5,SCSI,Y,,,168,15,1123,7,0,0,0,0,0,0,50
1345,PLUS,,"IMPULSE 210AT",3.5,IDE,Y,,,209,15,1156,7,0,873,13,17,0,0,50
1346,PLUS,,"IMPULSE 210S",3.5,SCSI,Y,,,209,15,1156,7,0,0,0,0,0,0,50
1347,PLUS,,"IMPULSE 330AT",3.5,IDE,Y,,,331,14,0,0,0,0,0,0,0,0,75
1348,PLUS,,"IMPULSE 330S",3.5,SCSI,Y,,,331,14,0,0,0,0,0,0,0,0,75
1349,PLUS,,"IMPULSE 40AT",3.5,IDE,Y,,,41,19,834,3,0,0,0,0,0,0,50
1350,PLUS,,"IMPULSE 40S",3.5,SCSI,Y,,,41,19,834,3,0,0,0,0,0,0,50
1351,PLUS,,"IMPULSE 425AT",3.5,IDE,Y,,,425,14,0,0,0,0,0,0,0,0,75
1352,PLUS,,"IMPULSE 425S",3.5,SCSI,Y,,,425,14,0,0,0,0,0,0,0,0,75
1353,PLUS,,"IMPULSE 52AT/LP",3.5,IDE,Y,,,52,17,1219,2,0,751,8,17,0,0,60
1354,PLUS,,"IMPULSE 52S/LP",3.5,SCSI,Y,,,52,17,1219,2,0,0,0,0,0,0,60
1355,PLUS,,"IMPULSE 80AT",3.5,IDE,Y,,,83,19,834,6,0,0,0,0,0,0,50
1356,PLUS,,"IMPULSE 80AT/LP",3.5,IDE,Y,,,85,17,616,16,17,616,16,17,0,0,60
1357,PLUS,,"IMPULSE 80S",3.5,SCSI,Y,,,83,19,918,6,0,0,0,0,0,0,50
1358,PLUS,,"IMPULSE 80S/LP",3.5,SCSI,Y,,,85,17,0,4,0,0,0,0,0,0,60
1359,"PRAIRIE TEK",,120,2.5,AT,,,,21,23,615,2,34,0,0,0,0,0,0
1360,"PRAIRIE TEK",,220,2.5,AT,+,,,21,28,615,2,0,0,0,0,0,0,20
1361,"PRAIRIE TEK",,240,2.5,AT,+,,,43,28,615,4,34,0,0,0,0,0,20
1362,"PRAIRIE TEK",,"PRAIRIE 140",2.5,IDE,Y,,,40,0,0,2,0,0,0,0,0,0,0
1363,"PRAIRIE TEK",,"PRAIRIE 220A",2.5,IDE,Y,,,20,28,612,4,0,0,0,0,0,0,20
1364,"PRAIRIE TEK",,"PRAIRIE 220S",2.5,SCSI,Y,,,20,28,612,4,0,0,0,0,0,0,20
1365,"PRAIRIE TEK",,"PRAIRIE 240",2.5,IDE,Y,,,42,28,615,4,34,0,0,0,0,0,20
1366,"PRAIRIE TEK",,"PRAIRIE 242A",2.5,IDE,Y,,,42,23,615,4,34,0,0,0,0,0,100
1367,"PRAIRIE TEK",,"PRAIRIE 242S",2.5,SCSI,Y,,,42,23,615,4,34,0,0,0,0,0,100
1368,"PRAIRIE TEK",,"PRAIRIE 282A",2.5,IDE,Y,,,81,0,0,0,0,0,0,0,0,0,0
1369,"PRAIRIE TEK",,"PRAIRIE 282S",2.5,SCSI,Y,,,81,0,0,4,0,0,0,0,0,0,0
1370,PRIAM,,502,5.2,MFM,,,,46,22,755,7,17,0,0,0,0,0,0
1371,PRIAM,,504,5.2,MFM,,,,46,22,755,7,17,0,0,0,0,0,0
1372,PRIAM,,514,5F,MFM,J,,,117,22,1224,11,17,0,0,0,,1223,20
1373,PRIAM,,519,5F,MFM,J,,,159,22,1224,15,17,0,0,0,,1223,20
1374,PRIAM,,519-,5F,RLL,j,,,243,22,1224,15,26,0,0,0,,1223,20
1375,PRIAM,,617,5F,ESDI,J,,,158,20,1225,7,36,0,0,0,,1224,20
1376,PRIAM,,623,,,,,,0,0,752,15,0,0,0,0,0,0,0
1377,PRIAM,,628,5F,ESDI,J,,,248,20,1225,11,36,0,0,0,,1224,20
1378,PRIAM,,630,,,,,,0,0,1224,15,0,0,0,0,0,0,0
1379,PRIAM,,638,5F,ESDI,J,,,339,20,1225,15,36,0,0,0,,1224,20
1380,PRIAM,,717,5F,SCSI,J,,,156,20,1225,7,36,0,0,0,,1224,20
1381,PRIAM,,717,5.2,SCSI,,,,0,20,1225,7,0,0,0,0,0,0,0
1382,PRIAM,,728,5F,SCSI,J,,,246,20,1225,11,36,0,0,0,,1224,20
1383,PRIAM,,728,5.2,SCSI,,,,0,20,1225,11,0,0,0,0,0,0,0
1384,PRIAM,,738,5F,SCSI,J,,,336,20,1225,15,36,0,0,0,,1224,20
1385,PRIAM,,738,5.2,SCSI,,,,0,20,1225,15,0,0,0,0,0,0,0
1386,PRIAM,,ID100-PC-R1,,,N,,,103,16,0,0,0,0,0,0,0,0,0
1387,PRIAM,,ID100-R,,,N,,,103,16,0,0,0,0,0,0,0,0,0
1388,PRIAM,,ID100-RC,,,N,,,103,16,0,0,0,0,0,0,0,0,0
1389,PRIAM,,ID100-RF,,,N,,,103,16,0,0,0,0,0,0,0,0,0
1390,PRIAM,,ID120,5.2,ESDI,Y,,,121,28,1017,7,34,0,0,0,0,0,0
1392,PRIAM,,ID130-AT-D2,,MFM,N,,,133,13,1224,15,17,0,0,0,0,1223,0
1391,PRIAM,,ID130PS,,PS/2,,,,132,0,0,0,0,0,0,0,0,0,0
1393,PRIAM,,ID150E,5.2,ESDI,,,,159,28,1268,7,34,0,0,0,0,0,0
1394,PRIAM,,ID160E,5.2,ESDI,,,,156,18,1218,7,36,0,0,0,0,0,0
1396,PRIAM,,ID160E-PS/2,5.2,PS2,,,,152,18,1195,7,36,0,0,0,0,0,0
1395,PRIAM,,ID160EC,,ESDI,,,,160,28,0,0,0,0,0,0,0,0,0
1397,PRIAM,,ID160S,5.2,SCSI,,,,158,18,1218,7,36,0,0,0,0,0,0
1398,PRIAM,,ID200L-I,5.2,IDE,,,,200,15,0,0,0,0,0,0,0,0,0
1399,PRIAM,,ID200L-IC,5.2,IDE,,,,200,15,0,0,0,0,0,0,0,0,0
1400,PRIAM,,ID200L-IF,5.2,IDE,,,,200,15,0,0,0,0,0,0,0,0,0
1401,PRIAM,,ID230-R,5F,,N,,,233,12,0,0,26,0,0,0,0,0,0
1402,PRIAM,,ID230-RC,,,N,,,233,12,0,0,26,0,0,0,0,0,0
1403,PRIAM,,ID230-RF,,,N,,,233,12,0,0,0,0,0,0,0,0,0
1404,PRIAM,,ID250E,5.2,ESDI,,,,246,18,1218,11,36,0,0,0,0,0,0
1405,PRIAM,,ID250E-PS/2,5.2,PS2,,,,241,18,1195,11,36,0,0,0,0,0,0
1406,PRIAM,,ID250S,5.2,SCSI,,,,248,18,1218,11,36,0,0,0,0,0,0
1407,PRIAM,,ID330E,5.2,ESDI,,,,336,18,1218,15,36,0,0,0,0,0,0
1409,PRIAM,,ID330E-PS/2,5.2,PS2,,,,330,18,1195,15,36,0,0,0,0,0,0
1408,PRIAM,,ID330EC,,ESDI,,,,330,20,0,0,0,0,0,0,0,0,0
1410,PRIAM,,ID330PS,,PS/2,,,,330,20,0,0,0,0,0,0,0,0,0
1411,PRIAM,,ID330S,5.2,SCSI,,,,338,18,1218,15,36,0,0,0,0,0,0
1412,PRIAM,,ID340H-U,5.2,ESDI,Y,,,340,14,0,7,0,0,0,0,0,0,150
1414,PRIAM,,ID40-PC-W1,,MFM,N,,,42,23,987,5,17,0,0,0,,986,0
1415,PRIAM,,ID40-PC-X2,,MFM,N,,,42,23,0,0,17,0,0,0,0,0,0
1413,PRIAM,,ID40AT,5.2,MFM,Y,,,40,23,1018,5,17,0,0,0,0,0,0
1416,PRIAM,,ID45,5.2,MFM,Y,,,44,23,1018,5,17,0,0,0,0,0,0
1418,PRIAM,,ID45-AT-D2,,MFM,N,,,44,23,0,0,17,0,0,0,0,0,0
1417,PRIAM,,ID45H,5.2,MFM,Y,,,44,25,1018,5,17,0,0,0,0,0,0
1420,PRIAM,,ID60-DP-D1,,MFM,N,,,59,23,987,7,17,0,0,0,,986,0
1421,PRIAM,,ID60-PC-W1,,MFM,N,,,59,23,0,0,17,0,0,0,0,0,0
1422,PRIAM,,ID60-PC-X2,,MFM,N,,,59,23,0,0,17,0,0,0,0,0,0
1419,PRIAM,,ID60AT,5.2,MFM,Y,,,59,23,1018,7,17,0,0,0,0,0,0
1424,PRIAM,,ID62-AT-D2,,MFM,N,,,62,23,0,0,17,0,0,0,0,0,0
1423,PRIAM,,ID62AT/D2,5.2,MFM,Y,,,62,23,1018,7,17,0,0,0,0,0,0
1425,PRIAM,,ID660-U,5.2,ESDI,Y,,,660,16,0,15,0,0,0,0,0,0,150
1426,PRIAM,,ID700E,5.2,ESDI,,,,701,0,0,0,0,0,0,0,0,0,0
1427,PRIAM,,ID700S,5.2,SCSI,,,,668,0,0,0,0,0,0,0,0,0,0
1428,PRIAM,,ID75-R,,,N,,,74,18,0,0,0,0,0,0,0,0,0
1429,PRIAM,,ID75-RC,5.2,,N,,,74,18,1166,7,26,0,0,0,0,0,0
1430,PRIAM,,ID75-RF,,,N,,,74,18,0,0,0,0,0,0,0,0,0
1431,PRIAM,,"S 14",,MFM,,,,117,0,1224,11,17,0,0,0,0,0,0
1432,PRIAM,,"S 15",,,,,,159,0,1224,15,17,0,0,0,0,0,0
1433,PRIAM,,"S 19",,MFM,,,,0,0,1224,15,17,0,0,0,0,0,0
1434,PRIAM,,V130,,MFM,,,,26,0,987,3,17,0,0,0,0,0,0
1435,PRIAM,,V130R,5.2,RLL,N,,,39,0,987,3,26,0,0,0,0,0,0
1436,PRIAM,,V150,,MFM,,,,43,30,987,5,17,0,0,0,0,0,0
1437,PRIAM,,V160,5F,MFM,J,,,50,28,1166,5,17,0,0,0,,1165,40
1438,PRIAM,,V170,5.2,MFM,,,,60,30,987,7,17,0,0,0,0,0,0
1439,PRIAM,,V170R,5.2,RLL,,,,91,0,987,7,26,0,0,0,0,0,0
1440,PRIAM,,V185,5F,MFM,J,,,71,28,1166,7,17,0,0,0,,1165,40
1441,PRIAM,,V185-,,,,,,60,0,1024,7,17,0,0,0,0,0,0
1442,PRIAM,,V185-,5F,RLL,J,,,108,28,1166,7,26,0,0,0,,1165,40
1443,PRIAM,,V519-,,,,,,128,0,1024,15,0,0,0,0,0,0,0
1445,"PROCOM TECH",,"HIPER / II 155",5.2,ESDI,,,,157,17,969,9,36,0,0,0,0,0,0
1444,"PROCOM TECH",,"HIPER 380",5.2,ESDI,,,,388,17,0,8,0,0,0,0,0,0,100
1446,"PROCOM TECH",,"PIRA 120",3.5,AT,,,,120,19,1001,15,17,0,0,0,0,0,0
1447,"PROCOM TECH",,"PIRA 120",3.5,AT,,,,124,18,1024,14,17,0,0,0,0,0,0
1448,"PROCOM TECH",,"PIRA 40",3.5,AT,,,,40,28,980,5,17,0,0,0,0,0,0
1449,"PROCOM TECH",,"PIRA 50-120",3.5,AT,,,,120,19,1001,15,17,0,0,0,0,0,0
1450,"PROCOM TECH",,"PIRA 50-200",3.5,AT,,,,240,15,954,14,36,0,0,0,0,0,0
1451,"PROCOM TECH",,"PIRA 55-120",3.5,AT,,,,120,15,1001,15,17,0,0,0,0,0,0
1452,"PROCOM TECH",,"PROPAQ 185-15",3.5,IDE,,,,189,0,0,5,0,0,0,0,0,0,70
1453,"PROCOM TECH",,"SI 1000/S5",5.2,SCSI,,,,1037,15,0,8,0,0,0,0,0,0,40
1454,"PROCOM TECH",,"SI 200/PS3",3.5,SCSI,,,,209,18,0,4,0,0,0,0,0,0,70
1455,"PROCOM TECH",,"SI 585/S5",5.2,SCSI,,,,601,17,0,8,0,0,0,0,0,0,100
1481,PTI,,PT-351R,3.5,RLL,,,,60,30,0,0,0,0,0,0,0,0,0
1482,PTI,,PT-4102R,3.5,RLL,,,,87,35,820,8,26,0,0,0,0,0,0
1456,PTI,,PT225,3.5,MFM,,,,21,35,615,4,17,0,0,0,410,0,0
1457,PTI,,PT225,3H,MFM,J,,,21,35,615,4,17,0,0,0,,614,25
1458,PTI,,PT234,3.5,MFM,,,,29,35,820,4,17,0,0,0,544,0,0
1459,PTI,,PT238A,3H,AT-BUS,J,,,33,35,615,4,26,0,0,0,,614,25
1460,PTI,,PT238R,3H,RLL,J,,,33,35,615,4,26,0,0,0,,614,25
1461,PTI,,PT238R,,RLL,,,,33,0,615,4,26,0,0,0,410,0,0
1462,PTI,,PT238S,3H,SCSI,J,,,31,35,615,4,17,0,0,0,,614,25
1463,PTI,,PT251A,3.5,AT,,,,43,35,820,4,26,0,0,0,0,0,0
1464,PTI,,PT251R,,RLL,,,,44,0,820,4,26,0,0,0,544,0,0
1465,PTI,,PT251S,3.5,SCSI,,,,43,35,820,4,0,0,0,0,0,0,0
1466,PTI,,PT338,3H,MFM,J,,,32,35,615,6,17,0,0,0,,614,25
1467,PTI,,PT338,,MFM,,,,32,0,615,6,17,0,0,0,410,0,0
1468,PTI,,PT338R,,RLL,,,,0,0,615,6,26,0,0,0,0,0,0
1469,PTI,,PT351,3H,MFM,J,,,43,35,820,6,17,0,0,0,,819,25
1470,PTI,,PT351R,3.5,MFM,,,,60,30,820,6,26,0,0,0,544,0,0
1471,PTI,,PT357A,3H,AT-BUS,J,,,49,35,615,6,26,0,0,0,,614,25
1472,PTI,,PT357R,3H,RLL,J,,,49,35,615,6,26,0,0,0,,614,25
1473,PTI,,PT357R,,RLL,,,,49,0,615,6,26,0,0,0,410,0,0
1474,PTI,,PT357S,3H,SCSI,J,,,47,35,615,6,26,0,0,0,,614,25
1475,PTI,,PT376A,3H,AT-BUS,J,,,66,35,820,6,26,0,0,0,,819,25
1476,PTI,,PT376R,,RLL,,,,65,0,820,6,26,0,0,0,544,0,0
1477,PTI,,PT376R,3H,RLL,J,,,67,35,820,6,26,0,0,0,,819,25
1478,PTI,,PT376S,3H,SCSI,J,,,63,35,820,6,26,0,0,0,,819,25
1479,PTI,,PT4102R,3.5,RLL,,,,87,35,820,8,26,0,0,0,544,0,0
1480,PTI,,PT468,,MFM,,,,57,0,820,8,17,0,0,0,544,0,0
1483,QUANTUM,,100,,ESDI,,,,103,0,0,0,0,0,0,0,0,0,0
1484,QUANTUM,,"105 S",3H,SCSI,J,,,105,19,1019,6,35,0,0,0,,1018,50
1485,QUANTUM,,"120 AT",3H,AT-BUS,J,,,120,15,814,9,32,0,0,0,,813,50
1486,QUANTUM,,"120 S",3H,SCSI,J,,,120,15,1123,5,48,0,0,0,,1122,50
1487,QUANTUM,,145,,ESDI,,,,145,0,0,0,0,0,0,0,0,0,0
1488,QUANTUM,,160T,2.5,AT,,,,169,17,966,10,34,0,0,0,0,0,0
1489,QUANTUM,,"170 AT",3.5,AT,,,,169,15,968,10,34,0,0,0,0,0,0
1490,QUANTUM,,"170 AT",3H,AT-BUS,J,,,168,15,968,10,34,0,0,0,,967,50
1491,QUANTUM,,"170 S",3H,SCSI,J,,,168,15,1123,7,48,0,0,0,,1122,50
1492,QUANTUM,,"170 S",3.5,SCSI,,,,169,15,1123,7,0,0,0,0,0,0,0
1493,QUANTUM,,"40 AT",3H,AT-BUS,J,,,42,19,965,5,17,0,0,0,,964,50
1494,QUANTUM,,"40 S",3H,SCSI,J,,,42,19,834,3,35,0,0,0,,833,50
1495,QUANTUM,,425iAT,3.5,AT,,,,426,13,1021,16,51,0,0,0,0,0,0
1496,QUANTUM,,"80 AT",3.5,AT,,,,86,17,616,16,17,0,0,0,0,0,0
1497,QUANTUM,,"80 AT",3H,AT-BUS,J,,,84,19,965,10,17,0,0,0,,964,50
1498,QUANTUM,,"80 S",3H,SCSI,J,,,84,19,834,6,35,0,0,0,,833,50
1499,QUANTUM,,80AT,2.5,AT,,,,84,17,966,5,34,0,0,0,0,0,0
1500,QUANTUM,,"ELS 42AT",3.5,AT,,,,42,19,977,5,17,0,0,0,0,0,0
1501,QUANTUM,,ELS127AT,3.5,AT,,,,127,17,919,16,17,0,0,0,0,0,0
1502,QUANTUM,,ELS170AT,3.5,AT,,,,170,17,1011,15,22,0,0,0,0,0,0
1503,QUANTUM,,ELS85AT,3.5,AT,,,,85,17,977,10,17,0,0,0,0,0,0
