produzent,typ,cap,seek,inch,cyl,hds,sec,cyl_l,hds_l,sec_l,pre,lnd,controller,mtbf,lift,date,notiz,sektors_al,mb,satz
ALPS,DR311C,105,13,3.5,732,8,35,0,0,0,0,0,AT,0,,,,204960,100,1
ALPS,DR312C,211,13,3.5,527,16,49,0,0,0,0,0,AT,0,,,,413168,202,2
ALPS,DRND-10A,10,60,,615,2,17,0,0,0,0,0,MFM,0,,,,20910,10,3
ALPS,DRND-20A,20,60,,615,4,17,0,0,0,0,0,MFM,0,,,,41820,20,4
ALPS,DRPO-20A,0,60,,615,2,26,0,0,0,0,0,RLL,0,,,,31980,16,5
ALPS,DRPO-20D,20,60,,615,2,26,0,0,0,0,0,RLL,0,,,,31980,16,6
AMPEX,PYXIS-13,10,90,,320,4,17,0,0,0,0,0,MFM,0,,,,21760,11,7
AMPEX,PYXIS-20,15,90,,320,6,17,0,0,0,0,0,MFM,0,,,,32640,16,8
AMPEX,PYXIS-27,20,90,,320,8,17,0,0,0,0,0,MFM,0,,,,43520,21,9
AMPEX,PYXIS-7,5,90,,320,2,17,0,0,0,0,0,MFM,0,,,,10880,5,10
AREAL,A 120,130,15,2.5,535,10,50,0,0,0,0,0,AT,0,,,,267500,131,11
AREAL,A 180,174,15,2.5,715,10,50,0,0,0,0,0,AT,0,,,,357500,175,12
AREAL,A 260,248,15,2.5,757,10,60,0,0,0,0,0,AT,0,,,,454200,222,13
AREAL,MD2085,81,16,2.5,705,14,17,0,0,0,0,0,AT,0,,,,167790,82,14
AREAL TECH,A-120,120,15,2.5,0,0,0,0,0,0,0,0,,100,Y,,,0,0,15
AREAL TECH,BP-100,100,0,2.5,0,0,0,0,0,0,0,0,SCSI,0,Y,,,0,0,16
AREAL TECH,MD-2050,49,28,2.5,819,0,0,0,0,0,0,0,AT,0,,,,0,0,17
AREAL TECH,MD-2060,62,22,2.5,1024,2,60,0,0,0,0,0,IDE,45,Y,,,0,0,18
AREAL TECH,MD-2100,100,29,2.5,0,0,0,0,0,0,0,0,,0,Y,,,0,0,19
ATASI,6120,1051,14,5.25,1925,15,71,0,0,0,0,0,ESDI,150,Y,,,2050125,1001,20
ATASI,676,765,16,5.25,1632,15,54,0,0,0,0,0,ESDI,0,Y,,,1321920,645,21
ATASI,AT 3020,16,0,,645,3,17,0,0,0,0,634,MFM,0,N,1992-12-10,,32385,16,22
ATASI,AT 3030,28,0,5.25,645,5,17,0,0,0,323,645,MFM,0,,,,54825,27,23
ATASI,AT 3033,26,28,5.25,645,5,17,0,0,0,0,634,,0,N,,,53975,26,24
ATASI,AT 3036,30,0,5.25,0,0,0,0,0,0,0,0,,0,,1992-12-10,,0,0,25
ATASI,AT 3046,38,0,5.25,645,7,17,0,0,0,323,644,,0,N,,,76755,37,26
ATASI,AT 3051,41,0,5.25,704,7,17,0,0,0,352,703,,0,N,1990-08-23,,83776,41,27
ATASI,AT 3051+,43,0,,733,7,17,0,0,0,368,732,,0,N,,,87227,43,28
ATASI,AT 3053,44,0,5.25,733,7,17,0,0,0,365,732,,0,N,,,133406,65,29
ATASI,AT 3058,67,0,,1024,8,17,0,0,0,0,0,MFM,0,,,,139264,68,30
ATASI,AT 3065,54,0,,900,7,17,0,0,0,352,0,MFM,0,,,,107100,52,31
ATASI,AT 3075,67,0,5.25,1024,8,17,0,0,0,0,0,MFM,0,,,,139264,68,32
ATASI,AT 3085,68,0,5.25,1024,8,17,0,0,0,,1023,,0,N,,,139264,68,33
ATASI,AT 3128,104,0,,1024,8,26,0,0,0,,1023,,0,N,,,212992,104,34
ATTO,SILICON DISK+,128,1,,0,0,0,0,0,0,0,0,SCSI,0,,,,0,0,35
BASF,6182,5,0,5.25,153,4,17,0,0,0,64,0,MFM,11,,1992-12-10,,10404,5,36
BASF,6183,8,0,FH5,153,6,17,0,0,0,64,0,MFM,11,,1992-12-10,,15606,8,37
BASF,6184,11,0,FH5,230,6,17,0,0,0,64,0,MFM,11,,1992-12-10,,23460,11,38
BASF,6185,22,18,FH5,440,6,17,0,0,0,128,0,MFM,11,+,1992-12-10,,44880,22,39
BASF,6186,14,18,FH5,440,4,17,0,0,0,128,0,MFM,11,+,1992-12-10,,29920,15,40
BASF,6187,7,0,,440,2,17,0,0,0,220,0,MFM,0,,,,14960,7,41
BASF,6188,12,88,HH5,360,4,17,0,0,0,128,0,MFM,11,+,1992-12-10,,24480,12,42
BASF,6188R 12,10,88,5H,616,2,17,0,0,0,,615,MFM,15,J,,,20944,10,43
BASF,6188R 25,21,88,5H,616,4,17,0,0,0,,615,MFM,15,J,,,41888,20,44
BASF,6188-R1,10,88,HH5,616,2,17,0,0,0,0,0,MFM,15,+,1992-12-10,,20944,10,45
BASF,6188-R3,20,88,HH5,616,4,17,0,0,0,380,0,MFM,15,+,1992-12-10,,41888,20,46
BASF,6192,43,30,5F,1024,5,17,0,0,0,,1023,MFM,12,J,,,87040,42,47
BASF,6193,60,30,5F,1024,7,17,0,0,0,,1023,MFM,12,J,,,121856,60,48
BASF,6194,77,30,5F,1024,9,17,0,0,0,,1023,MFM,12,J,,,156672,76,49
BASF,6195,68,30,5F,1024,8,17,0,0,0,,1023,MFM,12,J,,,139264,68,50
BRAND TECH,BT8085,67,0,,1024,8,17,0,0,0,0,0,MFM,0,,,,139264,68,51
BRAND TECH,BT8128,109,0,,1024,8,26,0,0,0,0,0,RLL,0,,,,212992,104,52
BRAND TECH,BT8170,142,0,,1024,8,34,0,0,0,0,0,ESDI,0,,,,278528,136,53
BULL,D530,30,0,,987,3,17,0,0,0,987,986,,0,N,,,0,0,54
BULL,D550,43,0,,987,5,17,0,0,0,987,986,,0,N,,,0,0,55
BULL,D570,70,0,,987,7,17,0,0,0,987,986,,0,N,,,0,0,56
BULL,D585,85,0,,1166,7,17,0,0,0,1166,1165,,0,N,,,0,0,57
CARDIFF,F-3053,44,20,3.5,1024,5,17,0,0,0,0,0,MFM,0,,,,87040,42,58
CARDIFF,F-3080,68,20,3.5,1024,5,26,0,0,0,0,0,SCSI,0,,,,133120,65,59
CARDIFF,F-3080E,68,20,3.5,1024,5,26,0,0,0,0,0,ESDI,0,,,,133120,65,60
CARDIFF,F-3080S,68,20,3.5,1024,5,26,0,0,0,0,0,SCSI,0,,,,133120,65,61
CARDIFF,F-3127E,109,20,3.5,1024,5,35,0,0,0,0,0,ESDI,0,,,,179200,88,62
CARDIFF,F-3127S,109,20,3.5,1024,5,35,0,0,0,0,0,SCSI,0,,,,0,0,63
CDC,1230,1236,16,8,1636,15,0,0,0,0,0,0,SMD,0,,,,0,0,64
CDC,368,368,18,8,1217,10,0,0,0,0,0,0,SMD,0,,,,0,0,65
CDC,500,500,18,8,1217,10,0,0,0,0,0,0,SMD,0,,,,0,0,66
CDC,736,741,16,8,1635,15,0,0,0,0,0,0,SMD,7,,,,0,0,67
CDC,77731608,27,0,5.25,671,5,17,0,0,0,128,0,MFM,0,,,,57035,28,68
CDC,77731613,30,0,5.25,734,5,17,0,0,0,128,0,MFM,0,,,,62390,30,69
CDC,77731614,22,36,5.25,671,4,17,0,0,0,128,0,MFM,0,,,,45628,22,70
CDC,850,851,16,8,1381,15,0,0,0,0,0,0,SMD,0,,,,0,0,71
CDC,94151-138,138,17,5.25,969,8,35,0,0,0,0,0,SCSI,0,Y,,,271320,132,72
CDC,94151-25,25,0,5.25,921,3,36,0,0,0,0,0,SASI,0,,,,99468,49,73
CDC,94151-27,27,0,5.25,921,3,19,0,0,0,0,0,SASI,0,,,,52497,26,74
CDC,94151-42,42,0,5.25,921,5,36,0,0,0,0,0,SASI,0,,,,165780,81,75
CDC,94151-44,44,0,5.25,921,5,19,0,0,0,0,0,SASI,0,,,,87495,43,76
CDC,94151-59,59,0,5.25,921,7,36,0,0,0,0,0,SASI,0,,,,232092,113,77
CDC,94151-62,62,0,5.25,921,7,19,0,0,0,0,0,SASI,0,,,,122493,60,78
CDC,94151-76,76,0,5.25,921,9,36,0,0,0,0,0,SASI,0,,,,298404,146,79
CDC,94151-80,80,0,5.25,921,9,19,0,0,0,0,0,SASI,0,,,,157491,77,80
CDC,94155-120,63,28,,960,8,17,0,0,0,0,0,MFM,0,,,,130560,64,81
CDC,94155-130,122,0,5.25,1024,9,26,0,0,0,128,0,RLL,0,,,,239616,117,82
CDC,94155-135,109,28,,960,9,26,0,0,0,0,0,RLL,0,,,,224640,110,83
CDC,94155-135P,71,28,,960,9,17,0,0,0,0,0,MFM,0,,,,146880,72,84
CDC,94155-19,17,0,,697,3,17,0,0,0,128,0,MFM,0,,,,35547,17,85
CDC,94155-21,18,0,,697,3,17,0,0,0,0,0,MFM,0,,1992-12-10,,35547,17,86
CDC,94155-25,20,0,,615,4,17,0,0,0,128,0,MFM,0,,,,41820,20,87
CDC,94155-28,23,0,,697,4,17,0,0,0,128,0,MFM,0,,,,47396,23,88
CDC,94155-36,30,0,,697,5,17,0,0,0,0,0,MFM,0,,1992-12-10,,59245,29,89
CDC,94155-38,32,0,,733,5,17,0,0,0,0,0,MFM,0,,1992-12-10,,62305,30,90
CDC,94155-48,40,28,,925,5,17,0,0,0,0,0,MFM,0,,1992-12-10,,78625,38,91
CDC,94155-51,43,0,,989,5,17,0,0,0,0,0,,0,,,,84065,41,92
CDC,94155-57,48,0,FH5,925,6,17,0,0,0,0,0,MFM,0,,1992-12-10,,94350,46,93
CDC,94155-67,56,0,FH5,925,7,17,0,0,0,0,0,MFM,0,,1992-12-10,,110075,54,94
CDC,94155-77,64,0,FH5,925,8,17,0,0,0,0,0,MFM,0,,1992-12-10,,125800,61,95
CDC,94155-85,68,28,,1024,8,17,0,0,0,0,0,MFM,0,,,,139264,68,96
CDC,94155-85P,68,28,,1024,8,17,0,0,0,0,0,MFM,0,,,,139264,68,97
CDC,94155-86,69,28,,925,9,17,0,0,0,128,0,MFM,0,,,,141525,69,98
CDC,94155-86,72,28,FH5,925,9,17,0,0,0,0,0,MFM,0,,1992-12-10,,141525,69,99
CDC,94155-96,76,28,,1024,9,17,0,0,0,0,0,MFM,0,,,,156672,76,100
CDC,94155-96P,76,28,,1024,9,17,0,0,0,0,0,MFM,0,,,,156672,76,101
CDC,94156-48,0,28,,925,5,0,0,0,0,0,0,ESDI,0,,,,0,0,102
CDC,94156-67,0,0,,925,6,0,0,0,0,0,0,ESDI,0,,,,0,0,103
CDC,94156-72,0,0,,925,9,17,0,0,0,0,0,MFM,0,,,,141525,69,104
CDC,94156-86,0,0,,925,9,0,0,0,0,0,0,ESDI,0,,,,0,0,105
CDC,9415X-21,36,0,,697,3,35,0,0,0,0,0,,0,,,,73185,36,106
CDC,9415X-36,60,0,,697,5,35,0,0,0,0,0,SCSI,0,,,,121975,60,107
CDC,9415X-48,38,0,,925,5,0,0,0,0,0,0,,0,,,,0,0,108
CDC,9415X-57,46,0,,925,6,0,0,0,0,0,0,,0,,,,0,0,109
CDC,9415X-67,53,0,,925,7,0,0,0,0,0,0,,0,,,,0,0,110
CDC,9415X-77,61,0,,925,8,0,0,0,0,0,0,,0,,,,0,0,111
CDC,9415X-86,72,28,,925,9,0,0,0,0,0,0,,0,,,,0,0,112
CDC,94161-103,103,17,5.25,969,6,35,0,0,0,0,0,SCSI,0,,,,203490,99,113
CDC,94161-121,0,16,,969,0,0,0,0,0,0,0,SCSI,0,,,,0,0,114
CDC,94161-141,117,17,5.25,969,7,34,0,0,0,0,0,SCSI,0,Y,,,230622,113,115
CDC,94161-155,151,17,2.5,969,9,34,0,0,0,0,0,SCSI,0,Y,,,296514,145,116
CDC,94161-182,160,0,FH5,969,9,0,0,0,0,0,0,ESDI,0,,1992-12-10,,0,0,117
CDC,94161-86,0,16,,969,0,0,0,0,0,0,0,SCSI,0,,,,0,0,118
CDC,94166-101,84,17,FH5,969,5,34,0,0,0,0,0,SCSI,0,,1992-12-10,,164730,80,119
CDC,94166-103,104,17,5.25,969,6,35,0,0,0,0,0,ESDI,0,Y,,,203490,99,120
CDC,94166-121,107,17,5.25,969,7,36,0,0,0,0,0,ESDI,0,Y,,,244188,119,121
CDC,94166-138,138,17,5.25,969,8,35,0,0,0,0,0,ESDI,0,Y,,,271320,132,122
CDC,94166-141,125,16,5.25,969,7,36,0,0,0,0,0,ESDI,0,,,,0,0,123
CDC,94166-141,118,17,FH5,969,7,34,0,0,0,0,0,SCSI,0,,1992-12-10,,230622,113,124
CDC,94166-161,142,17,5.25,969,8,36,0,0,0,0,0,ESDI,0,Y,,,279072,136,125
CDC,94166-182,152,17,FH5,969,9,0,0,0,0,0,0,SCSI,0,,1992-12-10,,0,0,126
CDC,94166-86,86,17,5.25,969,5,35,0,0,0,0,0,ESDI,0,,,,169575,83,127
CDC,94171-300,0,16,,1365,9,0,0,0,0,0,0,SCSI,0,,,,0,0,128
CDC,94171-307,270,0,5.25,1412,9,0,0,0,0,0,0,SCSI,0,Y,,,0,0,129
CDC,94171-327,300,0,5.25,1412,9,0,0,0,0,0,0,SCSI,0,Y,,,0,0,130
CDC,94171-344,0,17,,1549,9,0,0,0,0,0,0,SCSI,0,,,,0,0,131
CDC,94171-350,307,17,5.25,1549,9,0,0,0,0,0,0,SCSI,100,Y,,,0,0,132
CDC,94171-375,330,16,5.25,1549,9,0,0,0,0,0,0,SCSI,0,Y,,,0,0,133
CDC,94171-376,330,18,5.25,1549,9,0,0,0,0,0,0,SCSI,100,Y,,,0,0,134
CDC,94181-385,337,11,FH5,0,15,0,0,0,0,0,0,SCSI,0,,1992-12-10,,0,0,135
CDC,94181-574,0,16,,1549,15,0,0,0,0,0,0,SCSI,0,,,,0,0,136
CDC,94181-702,660,16,5.25,1549,15,0,0,0,0,0,0,ESDI,0,Y,,,0,0,137
CDC,94181-702,613,17,5.25,1549,15,0,0,0,0,0,0,SCSI,100,Y,,,0,0,138
CDC,94186-265,221,0,FH5,1412,9,34,0,0,0,0,0,ESDI,0,,1992-12-10,,432072,211,139
CDC,94186-321,270,0,FH5,1412,11,34,0,0,0,0,0,EDSI,0,,1992-12-10,,528088,258,140
CDC,94186-324,286,0,5.25,1412,11,36,0,0,0,0,0,ESDI,0,Y,,,559152,273,141
CDC,94186-383,320,18,FH5,1412,13,34,0,0,0,0,0,ESDI,0,,1992-12-10,,624104,305,142
CDC,94186-383,328,18,5.25,1412,13,0,0,0,0,0,0,ESDI,100,Y,,,0,0,143
CDC,94186-383,330,20,5.25,1412,13,0,0,0,0,0,0,SCSI,0,Y,,,0,0,144
CDC,94186-383H,320,15,FH5,1224,15,34,0,0,0,0,0,ESDI,0,,1992-12-10,,624240,305,145
CDC,94186-442,373,16,5.25,1412,15,0,0,0,0,0,0,ESDI,100,Y,,,0,0,146
CDC,94186-442,369,16,FH5,1412,15,34,0,0,0,0,0,ESDI,0,,1992-12-10,,720120,352,147
CDC,94186-442,373,16,5.25,1412,15,0,0,0,0,0,0,SCSI,0,Y,,,0,0,148
CDC,94191-766,676,17,5.25,1632,15,0,0,0,0,0,0,SCSI,100,Y,,,0,0,149
CDC,94196-766,676,17,5.25,1632,15,0,0,0,0,0,0,ESDI,100,Y,,,0,0,150
CDC,94204-65,62,28,,941,8,17,0,0,0,0,0,MFM,0,,,,127976,62,151
CDC,94204-71,68,28,,1024,8,17,0,0,0,0,0,MFM,0,,,,139264,68,152
CDC,94204-74,65,28,5.25,941,5,0,0,0,0,0,0,IDE,40,Y,,,0,0,153
CDC,94204-81,71,28,5.25,1024,5,0,0,0,0,0,0,IDE,40,Y,,,0,0,154
CDC,94205-30,30,0,5,989,3,17,0,0,0,0,0,MFM,0,,,,50439,25,155
CDC,94205-41,34,28,5.25,989,4,17,0,0,0,0,0,MFM,0,,,,67252,33,156
CDC,94205-51,43,0,,989,5,17,0,0,0,0,0,MFM,0,,1992-12-10,,84065,41,157
CDC,94205-53,44,28,5.25,1024,5,17,0,0,0,0,0,MFM,0,Y,,,87040,42,158
CDC,94205-77,62,28,,989,5,26,0,0,0,0,0,RLL,0,,,,128570,63,159
CDC,94208-75,60,30,5.25,966,5,0,0,0,0,0,0,IDE,0,Y,,,0,0,160
CDC,9420X-51,41,0,,989,5,0,0,0,0,0,0,,0,,,,0,0,161
CDC,94211-106,91,18,5.25,1024,5,0,0,0,0,0,0,SCSI,0,,,,0,0,162
CDC,94211-209,0,18,,1547,5,0,0,0,0,0,0,SCSI,0,,,,0,0,163
CDC,94211-91,91,16,,969,5,0,0,0,0,0,0,SCSI,0,,,,0,0,164
CDC,94216-106,94,16,5.25,1024,5,0,0,0,0,0,0,ESDI,0,,,,0,0,165
CDC,94221-125,110,18,5.25,0,3,0,0,0,0,0,0,SCSI,100,Y,,,0,0,166
CDC,94221-169,158,0,5.25,1310,5,0,0,0,0,0,0,SCSI,0,Y,,,0,0,167
CDC,94221-184,160,0,5.25,0,0,0,0,0,0,0,0,SCSI,0,Y,,,0,0,168
CDC,94221-190,0,8,,1547,5,0,0,0,0,0,0,SCSI,0,,,,0,0,169
CDC,94221-209,183,18,5.25,1548,5,0,0,0,0,0,0,SCSI,100,Y,,,0,0,170
CDC,94241-383,338,14,5.25,0,7,0,0,0,0,0,0,SCSI,100,Y,,,0,0,171
CDC,94241-502,440,16,5.25,0,7,0,0,0,0,0,0,SCSI,100,Y,,,0,0,172
CDC,94244-164,144,16,5.25,1747,3,54,0,0,0,0,0,IDE,0,Y,,,283014,138,173
CDC,94244-219,193,16,5.25,1747,4,54,0,0,0,0,0,IDE,100,Y,,,377352,184,174
CDC,94244-383,337,16,5.25,1747,7,0,0,0,0,0,0,IDE,100,Y,,,0,0,175
CDC,94244-502,500,0,5.25,0,0,0,0,0,0,0,0,IDE,0,Y,,,0,0,176
CDC,94246-182,160,15,5.25,1453,4,54,0,0,0,0,0,ESDI,100,Y,,,313848,153,177
CDC,94246-383,337,15,5.25,1748,7,0,0,0,0,0,0,ESDI,100,Y,,,0,0,178
CDC,94295-51,41,28,,989,5,17,0,0,0,990,0,MFM,0,,,,84065,41,179
CDC,94295-51,43,28,5.25,989,5,17,0,0,0,0,0,MFM,0,Y,,,84065,41,180
CDC,94311-136,120,15,3.5,0,5,0,0,0,0,0,0,SCSI,70,,,,0,0,181
CDC,94311-136S,120,15,3.5,0,5,0,0,0,0,0,0,SCSI2,70,Y,,,0,0,182
CDC,94314-136,120,15,3.5,0,5,0,0,0,0,0,0,IDE,70,Y,,,0,0,183
CDC,94316-111,98,23,3.5,1072,5,0,0,0,0,0,0,ESDI,70,,,,0,0,184
CDC,94316-136,120,15,3.5,0,5,0,0,0,0,0,0,ESDI,70,Y,,,0,0,185
CDC,94316-155,138,15,3.5,1072,7,0,0,0,0,0,0,ESDI,70,Y,,,0,0,186
CDC,94316-200,177,15,3.5,1072,9,0,0,0,0,0,0,ESDI,99,Y,,,0,0,187
CDC,94335-100,80,15,,1072,9,17,0,0,0,0,0,MFM,0,,,,164016,80,188
CDC,94335-150,122,25,,1072,9,26,0,0,0,0,0,RLL,0,,,,250848,122,189
CDC,94335-55,44,25,,1072,5,17,0,0,0,0,0,MFM,0,,,,91120,44,190
CDC,94351-111,98,15,3.5,1068,5,0,0,0,0,0,0,SCSI,70,Y,,,0,0,191
CDC,94351-126,111,15,3.5,1068,7,36,0,0,0,0,0,SCSI,70,J,,,0,0,192
CDC,94351-128,131,0,,1068,7,36,0,0,0,0,0,SCSI,0,,,,269136,131,193
CDC,94351-133S,116,15,3.5,1268,5,0,0,0,0,0,0,SCSI2,70,Y,,,0,0,194
CDC,94351-134,131,15,3.5,1068,7,36,0,0,0,0,0,SCSI,0,,,,0,0,195
CDC,94351-155,138,15,3.5,1068,7,0,0,0,0,0,0,SCSI,0,Y,,,0,0,196
CDC,94351-155S,138,15,3.5,1068,7,0,0,0,0,0,0,SCSI2,70,Y,,,0,0,197
CDC,94351-160,168,15,3.5,1068,9,36,0,0,0,0,0,SCSI,0,,,,346032,169,198
CDC,94351-172,168,16,3.5,1068,9,36,0,0,0,0,0,SCSI,0,,,,0,0,199
CDC,94351-186S,163,15,3.5,1268,7,0,0,0,0,0,0,SCSI2,70,Y,,,0,0,200
CDC,94351-200,168,15,3.5,1068,9,36,0,0,0,0,0,SCSI,0,,,,346032,169,201
CDC,94351-200S,168,15,3.5,1068,9,36,0,0,0,0,0,SCSI,0,,,,346032,169,202
CDC,94351-230S,210,15,3.5,1272,9,36,0,0,0,0,0,SCSI,0,,,,0,0,203
CDC,94354-111,98,15,3.5,1072,5,0,0,0,0,0,0,IDE,70,Y,,,0,0,204
CDC,94354-126,111,15,3,1072,7,29,0,0,0,0,0,ESDI,0,,,,217616,106,205
CDC,94354-133,117,15,3.5,1272,5,29,0,0,0,0,0,IDE,70,Y,,,184440,90,206
CDC,94354-155,138,15,3.5,1072,7,29,0,0,0,0,0,IDE,70,Y,,,217616,106,207
CDC,94354-160,143,15,3,1072,9,29,0,0,0,0,0,ESDI,0,,,,0,0,208
CDC,94354-186,164,15,3.5,1272,7,0,0,0,0,0,0,IDE,70,Y,,,0,0,209
CDC,94354-200,177,15,3,1072,9,36,0,0,0,0,0,ESDI,0,,,,347328,170,210
CDC,94354-230,211,15,3,1272,9,36,0,0,0,0,0,ESDI,0,,,,412128,201,211
CDC,94355-100,84,15,3.5,1072,9,17,0,0,0,0,0,MFM,0,,1992-12-10,,164016,80,212
CDC,94355-150,133,15,3.5,1072,9,28,0,0,0,0,0,RLL,70,Y,,,270144,132,213
CDC,94355-55,46,17,3.5,0,5,17,0,0,0,0,0,MFM,0,,,,0,0,214
CDC,94356-111,98,15,3.5,1072,5,34,0,0,0,0,0,ESDI,0,,,,182240,89,215
CDC,94356-155,138,15,3.5,1072,7,34,0,0,0,0,0,ESDI,0,,,,255136,125,216
CDC,94356-200,190,18,,1272,9,34,0,0,0,0,0,ESDI,0,,,,389232,190,217
CDC,94601-12G,1050,15,5.25,0,15,0,0,0,0,0,0,SCSI,100,,,,0,0,218
CDC,94601-767,676,12,5.25,0,15,0,0,0,0,0,0,SCSI,100,Y,,,0,0,219
CDC,95155-92,77,28,5.25,989,9,17,0,0,0,0,0,MFM,40,Y,,,151317,74,220
CDC,9720-1230,0,16,,1635,15,0,0,0,0,0,0,,0,,,,0,0,221
CDC,9720-368,0,18,,1217,10,0,0,0,0,0,0,,0,,,,0,0,222
CDC,9720-500,0,18,,1217,10,0,0,0,0,0,0,,0,,,,0,0,223
CDC,9720-736,0,16,,1635,15,0,0,0,0,0,0,,0,,,,0,0,224
CDC,9720-850,0,16,,1381,15,0,0,0,0,0,0,,0,,,,0,0,225
CDC,97500-12G,1050,12,5.25,0,17,0,0,0,0,0,0,SMD,100,,,,0,0,226
CDC,97501-15G,1350,12,5.25,0,17,0,0,0,0,0,0,SCSI2,100,,,,0,0,227
CDC,97509-12G,1050,12,5.25,0,17,0,0,0,0,0,0,IPI-2,100,,,,0,0,228
CENTURY DATA,CAST-10203E,55,28,5.25,1050,3,35,0,0,0,0,0,ESDI,0,,,,110250,54,229
CENTURY DATA,CAST-10203S,55,28,5.25,1050,3,35,0,0,0,0,0,SCSI,0,,,,110250,54,230
CENTURY DATA,CAST-10304E,75,28,5.25,1050,4,35,0,0,0,0,0,ESDI,0,,,,147000,72,231
CENTURY DATA,CAST-10304S,75,28,5.25,1050,4,35,0,0,0,0,0,SCSI,0,,,,147000,72,232
CENTURY DATA,CAST-10305E,94,28,5.25,1050,5,35,0,0,0,0,0,ESDI,0,,,,183750,90,233
CENTURY DATA,CAST-10305S,94,28,5.25,1050,5,35,0,0,0,0,0,SCSI,0,,,,183750,90,234
CENTURY DATA,CAST-14404E,114,25,5.25,1590,4,35,0,0,0,0,0,ESDI,0,,,,222600,109,235
CENTURY DATA,CAST-14404S,114,25,5.25,1590,4,35,0,0,0,0,0,SCSI,0,,,,222600,109,236
CENTURY DATA,CAST-14405E,140,25,5.25,1590,5,35,0,0,0,0,0,ESDI,0,,,,278250,136,237
CENTURY DATA,CAST-14405S,140,25,5.25,1590,5,35,0,0,0,0,0,SCSI,0,,,,278250,136,238
CENTURY DATA,CAST-14406E,170,25,5.25,1590,6,35,0,0,0,0,0,ESDI,0,,,,333900,163,239
CENTURY DATA,CAST-14406S,170,25,5.25,1590,6,35,0,0,0,0,0,SCSI,0,,,,333900,163,240
CENTURY DATA,CAST-24509E,258,18,5.25,1599,9,35,0,0,0,0,0,ESDI,0,,,,503685,246,241
CENTURY DATA,CAST-24509S,258,18,5.25,1599,9,35,0,0,0,0,0,SCSI,0,,,,503685,246,242
CENTURY DATA,CAST-24611E,315,18,5.25,1599,11,35,0,0,0,0,0,ESDI,0,,,,615615,301,243
CENTURY DATA,CAST-24611S,315,18,5.25,1599,11,35,0,0,0,0,0,SCSI,0,,,,615615,301,244
CENTURY DATA,CAST-24713E,372,18,5.25,1599,13,35,0,0,0,0,0,ESDI,0,,,,727545,355,245
CENTURY DATA,CAST-24713S,372,18,5.25,1599,13,35,0,0,0,0,0,SCSI,0,,,,727545,355,246
CMI,5018H,15,85,5.25,0,0,17,0,0,0,0,0,MFM,0,,,,0,0,247
CMI,CM10E,10,0,,650,2,17,0,0,0,256,0,MFM,0,,,,22100,11,248
CMI,CM15C,15,0,,305,6,17,0,0,0,256,0,MFM,0,,,,31110,15,249
CMI,CM20E,20,0,,650,4,17,0,0,0,256,0,MFM,0,,,,44200,22,250
CMI,CM30E,30,0,,650,6,17,0,0,0,256,0,MFM,0,,,,66300,32,251
CMI,CM3206,10,0,,306,4,17,0,0,0,0,0,MFM,0,,,,20808,10,252
CMI,CM3426,21,85,5.25,612,4,17,0,0,0,0,611,,0,N,,,41616,20,253
CMI,CM5205,4,0,5.25,256,2,17,0,0,0,0,255,,0,N,,,8704,4,254
CMI,CM5206,5,0,5.25,306,2,17,0,0,0,128,0,MFM,0,,,,10404,5,255
CMI,CM5410,8,0,5.25,256,4,17,0,0,0,0,255,,0,N,,,17408,8,256
CMI,CM5412,10,85,5.25,306,4,17,0,0,0,128,0,MFM,0,,,,20808,10,257
CMI,CM5616,12,0,5.25,256,6,17,0,0,0,0,255,,0,N,,,26112,13,258
CMI,CM5619,15,85,5.25,306,6,17,0,0,0,128,0,MFM,0,,,,31212,15,259
CMI,CM5826,20,0,,306,8,17,0,0,0,0,0,MFM,0,,,,41616,20,260
CMI,CM6213,10,0,5.25,640,2,17,0,0,0,256,0,MFM,0,,,,21760,11,261
CMI,CM6426,20,39,5.25,615,4,17,0,0,0,300,614,MFM,0,N,1992-12-10,,41820,20,262
CMI,CM6426S,21,0,5.25,640,4,17,0,0,0,0,639,,0,N,,,43520,21,263
CMI,CM6626,21,0,,640,4,17,0,0,0,256,0,MFM,0,,,,43520,21,264
CMI,CM6640,31,39,5.25,615,6,17,0,0,0,300,614,MFM,0,N,1992-12-10,,62730,31,265
CMI,CM7660,49,0,5.25,960,6,17,0,0,0,0,959,,0,N,,,97920,48,266
CMI,CM7880,65,0,5.25,960,8,17,0,0,0,0,959,,0,N,,,130560,64,267
CMS,F115ESDI-T,114,30,5.25,0,0,0,0,0,0,0,0,ESDI,25,Y,,,0,0,268
CMS,F150AT-CA,150,17,5.25,0,0,0,0,0,0,0,0,ESDI,40,Y,,,0,0,269
CMS,F150AT-WCA,150,17,5.25,0,0,0,0,0,0,0,0,ESDI,40,Y,,,0,0,270
CMS,F150EQ-WCA,150,17,5.25,0,0,0,0,0,0,0,0,,40,Y,,,0,0,271
CMS,F320AT-CA,320,15,5.25,0,0,0,0,0,0,0,0,ESDI,40,Y,,,0,0,272
CMS,F70ESDI-T,73,30,5.25,0,0,0,0,0,0,0,0,ESDI,25,Y,,,0,0,273
CMS,H330E1 PS EXPR.,330,14,5.25,1780,7,54,0,0,0,0,0,ESDI,150,,,,672840,329,274
CMS,H340E1 EXPR.,340,14,5.25,1780,7,54,0,0,0,0,0,ESDI,150,,,,672840,329,275
